Metric Name,OID,Description,Interface Type,Admin Status,Oper Status,Inbound Octets,Outbound Octets,Inbound Errors,Outbound Errors
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,Operational status of interface,WiFi,Up,Down,934511249,700955015,544,865
ifMetric_92c18715,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,Ethernet,Up,Down,229486907,315161305,584,134
ifMetric_df2a5c7f,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,Ethernet,Down,Up,799609326,949717962,214,565
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,Operational status of interface,Ethernet,Up,Down,655631699,403245193,904,0
ifMetric_40427409,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,WiFi,Testing,Down,191603134,290060227,108,896
ifMetric_913eb190,1.3.6.1.2.1.47.3,MAC address of interface,Ethernet,Up,Unknown,259629209,568084869,313,484
ifMetric_df2a5c7f,1.3.6.1.2.1.22.88,Counter for outbound errors,Loopback,Testing,Down,219931369,409375920,781,14
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,Loopback,Down,Down,870253033,747866318,134,65
ifMetric_92c18715,1.3.6.1.2.1.22.88,Operational status of interface,Ethernet,Up,Up,592444218,818049358,530,949
ifMetric_913eb190,1.3.6.1.2.1.22.88,MAC address of interface,ATM,Testing,Unknown,387834429,352352422,452,220
ifMetric_40427409,1.3.6.1.2.1.30.50,MAC address of interface,Loopback,Testing,Unknown,643672606,385523275,247,969
ifMetric_40427409,1.3.6.1.2.1.95.14,Counter for outbound errors,Ethernet,Up,Up,968445123,90473343,555,369
ifMetric_7ca784a7,1.3.6.1.2.1.22.88,MAC address of interface,WiFi,Testing,Up,638895475,167885934,715,6
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,Operational status of interface,WiFi,Down,Down,629374137,579767927,720,548
ifMetric_f17b629e,1.3.6.1.2.1.30.50,Counter for outbound errors,ATM,Down,Down,532789010,959356028,399,937
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,High-capacity counter for inbound traffic,PPP,Up,Up,858949462,937135747,391,414
ifMetric_f17b629e,1.3.6.1.2.1.88.25,Counter for outbound errors,Loopback,Testing,Unknown,198309728,568640359,364,349
ifMetric_92c18715,1.3.6.1.2.1.67.71,Counter for outbound errors,Loopback,Up,Down,656410864,601740632,354,199
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,Counter for outbound errors,ATM,Down,Down,53002399,683368808,574,135
ifMetric_f17b629e,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,ATM,Up,Unknown,647634539,421525718,172,187
ifMetric_df2a5c7f,1.3.6.1.2.1.22.88,Counter for outbound errors,Ethernet,Down,Unknown,65458811,87432311,408,263
ifMetric_469f52b2,1.3.6.1.2.1.59.11,Operational status of interface,PPP,Down,Down,49211663,104668502,382,632
ifMetric_913eb190,1.3.6.1.2.1.95.14,Operational status of interface,Ethernet,Down,Unknown,227491482,32349685,154,414
ifMetric_40427409,1.3.6.1.2.1.95.14,Counter for outbound errors,Ethernet,Testing,Unknown,345625682,550999144,14,432
ifMetric_4dc14931,1.3.6.1.2.1.88.25,MAC address of interface,Loopback,Down,Down,274841892,773369713,40,71
ifMetric_40427409,1.3.6.1.2.1.55.42,MAC address of interface,PPP,Down,Up,584310684,253941270,413,113
ifMetric_f17b629e,1.3.6.1.2.1.59.11,Counter for outbound errors,PPP,Down,Down,680280806,869213585,524,425
ifMetric_469f52b2,1.3.6.1.2.1.55.42,Operational status of interface,WiFi,Up,Down,694030614,38735098,311,220
ifMetric_f17b629e,1.3.6.1.2.1.95.14,Counter for outbound errors,PPP,Up,Up,839865367,732566487,651,576
ifMetric_7ca784a7,1.3.6.1.2.1.88.25,MAC address of interface,Ethernet,Testing,Down,44634761,980579047,142,535
ifMetric_913eb190,1.3.6.1.2.1.95.14,MAC address of interface,Ethernet,Down,Down,886191639,198481888,289,284
ifMetric_7ca784a7,1.3.6.1.2.1.59.11,Counter for outbound errors,Ethernet,Testing,Up,908737056,665717013,716,585
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,PPP,Down,Up,284739299,622268750,481,407
ifMetric_92c18715,1.3.6.1.2.1.30.50,Operational status of interface,PPP,Down,Unknown,756462841,620814233,479,263
ifMetric_7ca784a7,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,Loopback,Down,Up,158495362,335753140,305,164
ifMetric_f17b629e,1.3.6.1.2.1.47.3,Counter for outbound errors,PPP,Down,Unknown,127592360,955517269,537,291
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,PPP,Up,Unknown,509270323,792712430,713,53
ifMetric_469f52b2,1.3.6.1.2.1.88.25,Operational status of interface,Ethernet,Testing,Down,77606728,448398970,242,261
ifMetric_92c18715,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,PPP,Down,Up,853335616,929093824,563,954
ifMetric_469f52b2,1.3.6.1.2.1.88.25,High-capacity counter for inbound traffic,WiFi,Down,Up,399465938,401699806,626,487
ifMetric_92c18715,1.3.6.1.2.1.47.3,MAC address of interface,Ethernet,Down,Unknown,364034691,228201479,357,91
ifMetric_913eb190,1.3.6.1.2.1.55.42,Counter for outbound errors,ATM,Testing,Unknown,470454645,360668368,911,979
ifMetric_40427409,1.3.6.1.2.1.30.50,Operational status of interface,ATM,Up,Unknown,599915443,445660831,398,452
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,MAC address of interface,PPP,Up,Down,726811706,338719127,481,253
ifMetric_40427409,1.3.6.1.2.1.47.3,MAC address of interface,WiFi,Testing,Unknown,838369420,771552380,540,876
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,PPP,Down,Unknown,841434894,454936104,920,316
ifMetric_4dc14931,1.3.6.1.2.1.47.3,Operational status of interface,Loopback,Testing,Up,212704982,515453034,588,613
ifMetric_4dc14931,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,PPP,Testing,Up,394351748,200546151,279,126
ifMetric_92c18715,1.3.6.1.2.1.59.11,Operational status of interface,PPP,Testing,Unknown,539340098,467271065,115,271
ifMetric_4dc14931,1.3.6.1.2.1.67.71,Operational status of interface,Ethernet,Down,Up,530751643,993240643,777,710
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Operational status of interface,WiFi,Down,Up,212232550,45525762,96,317
ifMetric_4dc14931,1.3.6.1.2.1.88.25,MAC address of interface,PPP,Down,Up,798507495,624372416,57,108
ifMetric_92c18715,1.3.6.1.2.1.55.42,Counter for outbound errors,Ethernet,Down,Up,895165734,334970392,290,586
ifMetric_7ca784a7,1.3.6.1.2.1.22.88,MAC address of interface,ATM,Down,Down,123948594,355217759,796,430
ifMetric_f17b629e,1.3.6.1.2.1.59.11,Counter for outbound errors,ATM,Up,Down,63582883,370708948,347,780
ifMetric_4dc14931,1.3.6.1.2.1.88.25,MAC address of interface,Ethernet,Testing,Down,608392180,273487008,103,230
ifMetric_913eb190,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,Loopback,Up,Down,947011526,904611237,298,380
ifMetric_f17b629e,1.3.6.1.2.1.30.50,Operational status of interface,Ethernet,Testing,Unknown,544075911,55176965,714,70
ifMetric_913eb190,1.3.6.1.2.1.22.88,Counter for outbound errors,Ethernet,Down,Up,234023814,438349649,235,685
ifMetric_913eb190,1.3.6.1.2.1.88.25,Operational status of interface,Ethernet,Testing,Unknown,431965565,253127231,788,387
ifMetric_913eb190,1.3.6.1.2.1.55.42,Operational status of interface,ATM,Up,Up,812102223,385124118,545,694
ifMetric_40427409,1.3.6.1.2.1.55.42,MAC address of interface,Loopback,Up,Up,934887445,946218606,922,371
ifMetric_92c18715,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,PPP,Testing,Down,330334957,423587830,877,588
ifMetric_df2a5c7f,1.3.6.1.2.1.95.14,Operational status of interface,Ethernet,Up,Unknown,727543703,986279232,121,513
ifMetric_f17b629e,1.3.6.1.2.1.22.88,Counter for outbound errors,Loopback,Testing,Unknown,899023407,972029486,184,523
ifMetric_469f52b2,1.3.6.1.2.1.30.50,Counter for outbound errors,WiFi,Down,Down,128030389,821839558,18,266
ifMetric_913eb190,1.3.6.1.2.1.30.50,Operational status of interface,PPP,Up,Down,731630666,420783950,145,596
ifMetric_913eb190,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,Loopback,Down,Unknown,376351067,373615308,845,655
ifMetric_469f52b2,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,PPP,Down,Down,189709777,353868468,474,264
ifMetric_7ca784a7,1.3.6.1.2.1.59.11,Counter for outbound errors,PPP,Testing,Down,86808850,973320048,623,179
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,PPP,Up,Unknown,303426620,551112765,662,122
ifMetric_92c18715,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,Ethernet,Up,Unknown,753317731,624094548,597,200
ifMetric_df2a5c7f,1.3.6.1.2.1.55.42,Counter for outbound errors,WiFi,Down,Up,281757376,873632217,139,210
ifMetric_92c18715,1.3.6.1.2.1.67.71,Operational status of interface,WiFi,Up,Up,56883457,238172839,995,387
ifMetric_f17b629e,1.3.6.1.2.1.95.14,Counter for outbound errors,PPP,Down,Up,280768235,624380132,606,481
ifMetric_f17b629e,1.3.6.1.2.1.88.25,MAC address of interface,WiFi,Down,Down,871227959,11684521,697,288
ifMetric_40427409,1.3.6.1.2.1.95.14,Operational status of interface,ATM,Testing,Unknown,8900885,359316466,775,559
ifMetric_df2a5c7f,1.3.6.1.2.1.95.14,Counter for outbound errors,PPP,Testing,Down,548524785,708352215,815,14
ifMetric_7ca784a7,1.3.6.1.2.1.22.88,Counter for outbound errors,WiFi,Down,Up,380926170,24225710,247,153
ifMetric_df2a5c7f,1.3.6.1.2.1.30.50,Counter for outbound errors,WiFi,Testing,Unknown,965661802,793239467,133,60
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,Ethernet,Testing,Up,958946949,892569627,34,323
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,High-capacity counter for inbound traffic,PPP,Down,Down,35387029,920539222,344,357
ifMetric_7ca784a7,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,Loopback,Up,Unknown,829729916,150447865,519,984
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,Counter for outbound errors,WiFi,Up,Down,580418100,880732884,92,427
ifMetric_92c18715,1.3.6.1.2.1.30.50,Operational status of interface,Loopback,Testing,Down,281288410,479855450,748,367
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,Operational status of interface,PPP,Down,Up,317952247,579480097,710,420
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Operational status of interface,ATM,Testing,Unknown,505276926,755386548,192,13
ifMetric_92c18715,1.3.6.1.2.1.67.71,MAC address of interface,Ethernet,Testing,Unknown,96742144,835372709,454,656
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,MAC address of interface,PPP,Down,Unknown,261984282,184456034,632,4
ifMetric_f17b629e,1.3.6.1.2.1.55.42,MAC address of interface,ATM,Up,Unknown,894865933,846755626,187,297
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,Counter for outbound errors,Ethernet,Up,Down,1731943,41887315,201,913
ifMetric_40427409,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,Loopback,Testing,Up,230456566,850864579,747,554
ifMetric_40427409,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,675152128,779077787,538,29
ifMetric_4dc14931,1.3.6.1.2.1.95.14,Operational status of interface,WiFi,Down,Down,274512892,428308080,247,704
ifMetric_913eb190,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,Ethernet,Testing,Down,374558947,245885172,666,553
ifMetric_f17b629e,1.3.6.1.2.1.55.42,Operational status of interface,ATM,Testing,Up,895376247,553348752,656,287
ifMetric_469f52b2,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,ATM,Down,Up,375032207,208594111,944,281
ifMetric_913eb190,1.3.6.1.2.1.30.50,Operational status of interface,PPP,Testing,Down,293556752,236065234,742,856
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,Loopback,Up,Unknown,255911168,121450152,648,529
ifMetric_4dc14931,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,PPP,Testing,Unknown,318077940,290103455,386,811
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,Counter for outbound errors,PPP,Up,Up,381933525,317289955,640,97
ifMetric_92c18715,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,PPP,Testing,Up,412912044,408671816,645,915
ifMetric_913eb190,1.3.6.1.2.1.95.14,MAC address of interface,ATM,Up,Unknown,657462600,855209040,835,976
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,PPP,Up,Up,276703787,508728070,891,288
ifMetric_40427409,1.3.6.1.2.1.59.11,Counter for outbound errors,Ethernet,Down,Up,555328554,132380615,500,23
ifMetric_40427409,1.3.6.1.2.1.22.88,Operational status of interface,Loopback,Up,Down,858364692,84432720,748,353
ifMetric_40427409,1.3.6.1.2.1.55.42,Counter for outbound errors,Ethernet,Testing,Up,524566874,294423806,823,272
ifMetric_469f52b2,1.3.6.1.2.1.59.11,Operational status of interface,Loopback,Down,Unknown,383872855,230141090,146,709
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Operational status of interface,Ethernet,Up,Down,791840813,591845652,700,425
ifMetric_f17b629e,1.3.6.1.2.1.67.71,Counter for outbound errors,Ethernet,Up,Unknown,440328062,205737588,991,999
ifMetric_469f52b2,1.3.6.1.2.1.88.25,High-capacity counter for inbound traffic,Loopback,Down,Unknown,648239726,453444251,118,624
ifMetric_913eb190,1.3.6.1.2.1.30.50,High-capacity counter for inbound traffic,PPP,Testing,Down,494106356,387895569,607,582
ifMetric_4dc14931,1.3.6.1.2.1.55.42,MAC address of interface,Loopback,Down,Unknown,665799412,529607944,140,620
ifMetric_7ca784a7,1.3.6.1.2.1.59.11,Counter for outbound errors,Ethernet,Up,Unknown,455409779,781067376,522,530
ifMetric_913eb190,1.3.6.1.2.1.47.3,Counter for outbound errors,Loopback,Down,Up,198695007,874475145,261,999
ifMetric_4dc14931,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,Ethernet,Down,Down,917661637,623120392,857,156
